Tamaño,Mes,Dia,Año,Raiz,SubDir,SubDir2,Nombre
129389494,5,22,2018,0,2,2.0,adviser201805220125.sql
129841515,5,23,2018,0,2,2.0,adviser201805230125.sql
129964714,5,24,2018,0,2,2.0,adviser201805240125.sql
130116125,5,25,2018,0,2,2.0,adviser201805250125.sql
130212374,5,26,2018,0,2,2.0,adviser201805260125.sql
130276144,5,27,2018,0,2,2.0,adviser201805270125.sql
130349662,5,28,2018,0,2,2.0,adviser201805280125.sql
130521523,5,29,2018,0,2,2.0,adviser201805290125.sql
130623638,5,30,2018,0,2,2.0,adviser201805300125.sql
131126311,5,31,2018,0,2,2.0,adviser201805310125.sql
131433728,6,1,2018,0,2,2.0,adviser201806010125.sql
131770985,6,2,2018,0,2,2.0,adviser201806020125.sql
131786158,6,3,2018,0,2,2.0,adviser201806030125.sql
131787406,6,4,2018,0,2,2.0,adviser201806040125.sql
131906940,6,5,2018,0,2,2.0,adviser201806050125.sql
132097763,6,6,2018,0,2,2.0,adviser201806060125.sql
132199165,6,7,2018,0,2,2.0,adviser201806070125.sql
132288231,6,8,2018,0,2,2.0,adviser201806080125.sql
132359541,6,9,2018,0,2,2.0,adviser201806090125.sql
132409530,6,10,2018,0,2,2.0,adviser201806100125.sql
132410871,6,11,2018,0,2,2.0,adviser201806110125.sql
132416109,6,12,2018,0,2,2.0,adviser201806120125.sql
132649664,6,13,2018,0,2,2.0,adviser201806130125.sql
132663341,6,14,2018,0,2,2.0,adviser201806140125.sql
132686967,6,15,2018,0,2,2.0,adviser201806150125.sql
132719711,6,16,2018,0,2,2.0,adviser201806160125.sql
132725451,6,17,2018,0,2,2.0,adviser201806170125.sql
132725670,6,18,2018,0,2,2.0,adviser201806180125.sql
132770609,6,19,2018,0,2,2.0,adviser201806190125.sql
132826083,6,20,2018,0,2,2.0,adviser201806200125.sql
133023624,6,21,2018,0,2,2.0,adviser201806210125.sql
133069935,6,22,2018,0,2,2.0,adviser201806220125.sql
133145661,6,23,2018,0,2,2.0,adviser201806230125.sql
133153279,6,24,2018,0,2,2.0,adviser201806240125.sql
133134378,6,25,2018,0,2,2.0,adviser201806250125.sql
133370206,6,26,2018,0,2,2.0,adviser201806260125.sql
133393136,6,27,2018,0,2,2.0,adviser201806270125.sql
133424548,6,28,2018,0,2,2.0,adviser201806280125.sql
5682579630,4,8,2018,0,2,4.0,koha201804080239.sql
3474553788,4,9,2018,0,2,4.0,koha201804090240.sql
5688007693,4,10,2018,0,2,4.0,koha201804100240.sql
5692776392,4,11,2018,0,2,4.0,koha201804110240.sql
5696303998,4,12,2018,0,2,4.0,koha201804120240.sql
3532695096,4,13,2018,0,2,4.0,koha201804130240.sql
5727813277,4,14,2018,0,2,4.0,koha201804140240.sql
5728771164,4,15,2018,0,2,4.0,koha201804150240.sql
5728601379,4,16,2018,0,2,4.0,koha201804160240.sql
5057941521,4,17,2018,0,2,4.0,koha201804170240.sql
5089573288,4,18,2018,0,2,4.0,koha201804180240.sql
6719549256,4,19,2018,0,2,4.0,koha201804190239.sql
4977161719,4,20,2018,0,2,4.0,koha201804200240.sql
2903029978,4,21,2018,0,2,4.0,koha201804210240.sql
6584042643,4,22,2018,0,2,4.0,koha201804220240.sql
4573563424,4,23,2018,0,2,4.0,koha201804230240.sql
6102342824,4,24,2018,0,2,4.0,koha201804240240.sql
6738126312,4,25,2018,0,2,4.0,koha201804250240.sql
6741427426,4,26,2018,0,2,4.0,koha201804260240.sql
6742114067,4,27,2018,0,2,4.0,koha201804270240.sql
4627800446,4,28,2018,0,2,4.0,koha201804280240.sql
4876389060,4,29,2018,0,2,4.0,koha201804290240.sql
6690191482,4,30,2018,0,2,4.0,koha201804300240.sql
6749694971,5,1,2018,0,2,4.0,koha201805010240.sql
6748467626,5,2,2018,0,2,4.0,koha201805020240.sql
6753113716,5,3,2018,0,2,4.0,koha201805030240.sql
4524768070,5,4,2018,0,2,4.0,koha201805040240.sql
6761570236,5,5,2018,0,2,4.0,koha201805050239.sql
4648048023,5,6,2018,0,2,4.0,koha201805060240.sql
4352499978,5,7,2018,0,2,4.0,koha201805070240.sql
6766160719,5,8,2018,0,2,4.0,koha201805080240.sql
56821962,5,9,2018,0,2,4.0,koha201805090240.sql
4625570493,5,10,2018,0,2,4.0,koha201805100240.sql
6776414026,5,11,2018,0,2,4.0,koha201805110240.sql
5440012340,5,12,2018,0,2,4.0,koha201805120240.sql
4584603973,5,13,2018,0,2,4.0,koha201805130240.sql
4847455500,5,14,2018,0,2,4.0,koha201805140240.sql
4275102369,5,15,2018,0,2,4.0,koha201805150240.sql
6787478442,5,16,2018,0,2,4.0,koha201805160240.sql
6792175437,5,17,2018,0,2,4.0,koha201805170240.sql
4618207154,5,18,2018,0,2,4.0,koha201805180240.sql
4539686810,5,19,2018,0,2,4.0,koha201805190240.sql
4457489469,5,20,2018,0,2,4.0,koha201805200240.sql
6798568438,5,21,2018,0,2,4.0,koha201805210240.sql
6802904167,5,22,2018,0,2,4.0,koha201805220240.sql
6804851130,5,23,2018,0,2,4.0,koha201805230240.sql
4862043243,5,24,2018,0,2,4.0,koha201805240240.sql
6811350221,5,25,2018,0,2,4.0,koha201805250240.sql
4729245258,5,26,2018,0,2,4.0,koha201805260240.sql
4461156673,5,27,2018,0,2,4.0,koha201805270240.sql
6812868092,5,28,2018,0,2,4.0,koha201805280240.sql
4880687903,5,29,2018,0,2,4.0,koha201805290240.sql
6825072105,5,30,2018,0,2,4.0,koha201805300240.sql
6741993822,5,31,2018,0,2,4.0,koha201805310240.sql
6827999730,6,1,2018,0,2,4.0,koha201806010240.sql
4835083767,6,2,2018,0,2,4.0,koha201806020240.sql
5338158336,6,3,2018,0,2,4.0,koha201806030240.sql
6829099177,6,4,2018,0,2,4.0,koha201806040240.sql
5315666278,6,5,2018,0,2,4.0,koha201806050240.sql
6832984506,6,6,2018,0,2,4.0,koha201806060240.sql
5510227349,6,7,2018,0,2,4.0,koha201806070240.sql
6848634833,6,8,2018,0,2,4.0,koha201806080240.sql
6844031109,6,9,2018,0,2,4.0,koha201806090240.sql
6844031102,6,10,2018,0,2,4.0,koha201806100240.sql
4875221405,6,11,2018,0,2,4.0,koha201806110239.sql
4969128186,6,12,2018,0,2,4.0,koha201806120240.sql
6844031102,6,13,2018,0,2,4.0,koha201806130240.sql
6844032055,6,15,2018,0,2,4.0,koha201806150240.sql
6844032055,6,16,2018,0,2,4.0,koha201806160240.sql
6844032055,6,17,2018,0,2,4.0,koha201806170240.sql
6844032055,6,18,2018,0,2,4.0,koha201806180240.sql
6844033351,6,19,2018,0,2,4.0,koha201806190240.sql
6844033351,6,20,2018,0,2,4.0,koha201806200240.sql
6844034779,6,21,2018,0,2,4.0,koha201806210240.sql
6844036078,6,22,2018,0,2,4.0,koha201806220240.sql
6844038493,6,23,2018,0,2,4.0,koha201806230240.sql
6481105284,6,24,2018,0,2,4.0,koha201806240240.sql
4594646660,6,25,2018,0,2,4.0,koha201806250240.sql
5087605608,6,26,2018,0,2,4.0,koha201806260240.sql
6844039144,6,27,2018,0,2,4.0,koha201806270239.sql
6844039144,6,28,2018,0,2,4.0,koha201806280240.sql
4895983966,4,8,2018,0,2,6.0,mantis201804080040.sql
4895983978,4,9,2018,0,2,6.0,mantis201804090040.sql
4902134758,4,10,2018,0,2,6.0,mantis201804100040.sql
1613196961,4,11,2018,0,2,6.0,mantis201804110040.sql
667167611,4,12,2018,0,2,6.0,mantis201804120040.sql
4927284040,4,13,2018,0,2,6.0,mantis201804130040.sql
4939798844,4,14,2018,0,2,6.0,mantis201804140040.sql
368274586,4,15,2018,0,2,6.0,mantis201804150040.sql
259748169,4,16,2018,0,2,6.0,mantis201804160040.sql
1984482259,4,17,2018,0,2,6.0,mantis201804170040.sql
1210400525,4,18,2018,0,2,6.0,mantis201804180040.sql
376348896,4,19,2018,0,2,6.0,mantis201804190040.sql
4987241373,4,20,2018,0,2,6.0,mantis201804200040.sql
4995792986,4,21,2018,0,2,6.0,mantis201804210040.sql
4997845380,4,22,2018,0,2,6.0,mantis201804220040.sql
4997847111,4,23,2018,0,2,6.0,mantis201804230040.sql
1341758478,4,24,2018,0,2,6.0,mantis201804240040.sql
70111221,4,25,2018,0,2,6.0,mantis201804250040.sql
1459366430,4,26,2018,0,2,6.0,mantis201804260040.sql
5034819328,4,27,2018,0,2,6.0,mantis201804270040.sql
1148095901,4,28,2018,0,2,6.0,mantis201804280040.sql
5042880155,4,29,2018,0,2,6.0,mantis201804290040.sql
122619912,4,30,2018,0,2,6.0,mantis201804300040.sql
5051270583,5,1,2018,0,2,6.0,mantis201805010040.sql
70568539,5,2,2018,0,2,6.0,mantis201805020040.sql
306930085,5,3,2018,0,2,6.0,mantis201805030039.sql
1359807378,5,4,2018,0,2,6.0,mantis201805040040.sql
91336373,5,5,2018,0,2,6.0,mantis201805050040.sql
70935086,5,6,2018,0,2,6.0,mantis201805060040.sql
477658484,5,7,2018,0,2,6.0,mantis201805070040.sql
2511405587,5,8,2018,0,2,6.0,mantis201805080040.sql
195627732,5,9,2018,0,2,6.0,mantis201805090040.sql
5099464285,5,10,2018,0,2,6.0,mantis201805100040.sql
5113238299,5,11,2018,0,2,6.0,mantis201805110040.sql
5123303332,5,12,2018,0,2,6.0,mantis201805120040.sql
5123302133,5,13,2018,0,2,6.0,mantis201805130040.sql
1249871055,5,14,2018,0,2,6.0,mantis201805140040.sql
5123305320,5,15,2018,0,2,6.0,mantis201805150040.sql
1051052605,5,16,2018,0,2,6.0,mantis201805160040.sql
182597100,5,17,2018,0,2,6.0,mantis201805170040.sql
157134962,5,18,2018,0,2,6.0,mantis201805180040.sql
126067742,5,19,2018,0,2,6.0,mantis201805190040.sql
5158428656,5,20,2018,0,2,6.0,mantis201805200040.sql
67788546,5,21,2018,0,2,6.0,mantis201805210040.sql
2615604706,5,22,2018,0,2,6.0,mantis201805220040.sql
978721937,5,23,2018,0,2,6.0,mantis201805230040.sql
207671621,5,24,2018,0,2,6.0,mantis201805240040.sql
5203822342,5,25,2018,0,2,6.0,mantis201805250040.sql
1593341980,5,26,2018,0,2,6.0,mantis201805260040.sql
5208734985,5,27,2018,0,2,6.0,mantis201805270040.sql
5208735811,5,28,2018,0,2,6.0,mantis201805280040.sql
793364029,5,29,2018,0,2,6.0,mantis201805290040.sql
898433651,5,30,2018,0,2,6.0,mantis201805300040.sql
5241885781,5,31,2018,0,2,6.0,mantis201805310040.sql
1972480046,6,1,2018,0,2,6.0,mantis201806010040.sql
5255048240,6,2,2018,0,2,6.0,mantis201806020040.sql
128102063,6,3,2018,0,2,6.0,mantis201806030040.sql
5255681232,6,4,2018,0,2,6.0,mantis201806040040.sql
5255683739,6,5,2018,0,2,6.0,mantis201806050040.sql
123996430,6,6,2018,0,2,6.0,mantis201806060040.sql
475251265,6,7,2018,0,2,6.0,mantis201806070040.sql
1491437360,6,8,2018,0,2,6.0,mantis201806080040.sql
5291396631,6,9,2018,0,2,6.0,mantis201806090040.sql
1168919776,6,10,2018,0,2,6.0,mantis201806100040.sql
5291406537,6,11,2018,0,2,6.0,mantis201806110040.sql
119554287,6,12,2018,0,2,6.0,mantis201806120040.sql
1909954812,6,13,2018,0,2,6.0,mantis201806130040.sql
5318879532,6,15,2018,0,2,6.0,mantis201806150040.sql
5325059946,6,16,2018,0,2,6.0,mantis201806160040.sql
5325059820,6,17,2018,0,2,6.0,mantis201806170040.sql
5325062350,6,18,2018,0,2,6.0,mantis201806180040.sql
5329630803,6,19,2018,0,2,6.0,mantis201806190040.sql
1015467770,6,20,2018,0,2,6.0,mantis201806200040.sql
4774217750,6,21,2018,0,2,6.0,mantis201806210040.sql
189692310,6,22,2018,0,2,6.0,mantis201806220040.sql
294052202,6,23,2018,0,2,6.0,mantis201806230040.sql
5356997165,6,24,2018,0,2,6.0,mantis201806240040.sql
414720864,6,25,2018,0,2,6.0,mantis201806250040.sql
5364121564,6,26,2018,0,2,6.0,mantis201806260040.sql
5368253665,6,27,2018,0,2,6.0,mantis201806270040.sql
5374166432,6,28,2018,0,2,6.0,mantis201806280040.sql
47094,4,8,2018,0,2,7.0,aclm_db201804080120.sql
47094,4,9,2018,0,2,7.0,aclm_db201804090120.sql
47094,4,10,2018,0,2,7.0,aclm_db201804100120.sql
47094,4,11,2018,0,2,7.0,aclm_db201804110120.sql
47094,4,12,2018,0,2,7.0,aclm_db201804120120.sql
47094,4,13,2018,0,2,7.0,aclm_db201804130120.sql
47094,4,14,2018,0,2,7.0,aclm_db201804140120.sql
47176,4,15,2018,0,2,7.0,aclm_db201804150120.sql
47094,4,16,2018,0,2,7.0,aclm_db201804160120.sql
47094,4,17,2018,0,2,7.0,aclm_db201804170120.sql
47094,4,18,2018,0,2,7.0,aclm_db201804180120.sql
47094,4,19,2018,0,2,7.0,aclm_db201804190120.sql
47094,4,20,2018,0,2,7.0,aclm_db201804200120.sql
47094,4,21,2018,0,2,7.0,aclm_db201804210120.sql
47094,4,22,2018,0,2,7.0,aclm_db201804220120.sql
47094,4,23,2018,0,2,7.0,aclm_db201804230120.sql
47094,4,24,2018,0,2,7.0,aclm_db201804240120.sql
47094,4,25,2018,0,2,7.0,aclm_db201804250120.sql
47094,4,26,2018,0,2,7.0,aclm_db201804260120.sql
47094,4,27,2018,0,2,7.0,aclm_db201804270120.sql
47094,4,28,2018,0,2,7.0,aclm_db201804280120.sql
47094,4,29,2018,0,2,7.0,aclm_db201804290120.sql
47094,4,30,2018,0,2,7.0,aclm_db201804300120.sql
47094,5,1,2018,0,2,7.0,aclm_db201805010120.sql
47094,5,2,2018,0,2,7.0,aclm_db201805020120.sql
47094,5,3,2018,0,2,7.0,aclm_db201805030120.sql
47094,5,4,2018,0,2,7.0,aclm_db201805040120.sql
47094,5,5,2018,0,2,7.0,aclm_db201805050120.sql
47094,5,6,2018,0,2,7.0,aclm_db201805060120.sql
47094,5,7,2018,0,2,7.0,aclm_db201805070120.sql
47012,5,8,2018,0,2,7.0,aclm_db201805080120.sql
47012,5,9,2018,0,2,7.0,aclm_db201805090120.sql
47145,5,10,2018,0,2,7.0,aclm_db201805100120.sql
47145,5,11,2018,0,2,7.0,aclm_db201805110120.sql
47145,5,12,2018,0,2,7.0,aclm_db201805120120.sql
47145,5,13,2018,0,2,7.0,aclm_db201805130120.sql
47145,5,14,2018,0,2,7.0,aclm_db201805140120.sql
47145,5,15,2018,0,2,7.0,aclm_db201805150120.sql
47145,5,16,2018,0,2,7.0,aclm_db201805160120.sql
47145,5,17,2018,0,2,7.0,aclm_db201805170120.sql
47145,5,18,2018,0,2,7.0,aclm_db201805180120.sql
47145,5,19,2018,0,2,7.0,aclm_db201805190120.sql
47145,5,20,2018,0,2,7.0,aclm_db201805200120.sql
47145,5,21,2018,0,2,7.0,aclm_db201805210120.sql
47145,5,22,2018,0,2,7.0,aclm_db201805220120.sql
47145,5,23,2018,0,2,7.0,aclm_db201805230120.sql
47145,5,24,2018,0,2,7.0,aclm_db201805240120.sql
47145,5,25,2018,0,2,7.0,aclm_db201805250120.sql
47145,5,26,2018,0,2,7.0,aclm_db201805260120.sql
47145,5,27,2018,0,2,7.0,aclm_db201805270120.sql
47145,5,28,2018,0,2,7.0,aclm_db201805280120.sql
47145,5,29,2018,0,2,7.0,aclm_db201805290120.sql
47145,5,30,2018,0,2,7.0,aclm_db201805300120.sql
47145,5,31,2018,0,2,7.0,aclm_db201805310120.sql
47145,6,1,2018,0,2,7.0,aclm_db201806010120.sql
47145,6,2,2018,0,2,7.0,aclm_db201806020120.sql
47145,6,3,2018,0,2,7.0,aclm_db201806030120.sql
47145,6,4,2018,0,2,7.0,aclm_db201806040120.sql
47145,6,5,2018,0,2,7.0,aclm_db201806050120.sql
47145,6,6,2018,0,2,7.0,aclm_db201806060120.sql
47145,6,7,2018,0,2,7.0,aclm_db201806070120.sql
47145,6,8,2018,0,2,7.0,aclm_db201806080120.sql
47145,6,9,2018,0,2,7.0,aclm_db201806090120.sql
47145,6,10,2018,0,2,7.0,aclm_db201806100120.sql
47145,6,11,2018,0,2,7.0,aclm_db201806110120.sql
47145,6,12,2018,0,2,7.0,aclm_db201806120120.sql
47145,6,13,2018,0,2,7.0,aclm_db201806130120.sql
47046,6,14,2018,0,2,7.0,aclm_db201806140120.sql
47046,6,15,2018,0,2,7.0,aclm_db201806150120.sql
47046,6,16,2018,0,2,7.0,aclm_db201806160120.sql
47046,6,17,2018,0,2,7.0,aclm_db201806170120.sql
47046,6,18,2018,0,2,7.0,aclm_db201806180120.sql
47046,6,19,2018,0,2,7.0,aclm_db201806190120.sql
47046,6,20,2018,0,2,7.0,aclm_db201806200120.sql
47046,6,21,2018,0,2,7.0,aclm_db201806210120.sql
47046,6,22,2018,0,2,7.0,aclm_db201806220120.sql
47128,6,23,2018,0,2,7.0,aclm_db201806230120.sql
47128,6,24,2018,0,2,7.0,aclm_db201806240120.sql
47128,6,25,2018,0,2,7.0,aclm_db201806250120.sql
47128,6,26,2018,0,2,7.0,aclm_db201806260120.sql
47128,6,27,2018,0,2,7.0,aclm_db201806270120.sql
47128,6,28,2018,0,2,7.0,aclm_db201806280120.sql
3072693,4,8,2018,0,2,8.0,intranet201804080000.sql
3072693,4,9,2018,0,2,8.0,intranet201804090000.sql
3072693,4,10,2018,0,2,8.0,intranet201804100000.sql
3072693,4,11,2018,0,2,8.0,intranet201804110000.sql
3072693,4,12,2018,0,2,8.0,intranet201804120000.sql
3072693,4,13,2018,0,2,8.0,intranet201804130000.sql
3072693,4,14,2018,0,2,8.0,intranet201804140000.sql
3072693,4,15,2018,0,2,8.0,intranet201804150000.sql
3072693,4,16,2018,0,2,8.0,intranet201804160000.sql
3072693,4,17,2018,0,2,8.0,intranet201804170000.sql
3072693,4,18,2018,0,2,8.0,intranet201804180000.sql
3072693,4,19,2018,0,2,8.0,intranet201804190000.sql
3072693,4,20,2018,0,2,8.0,intranet201804200000.sql
3072693,4,21,2018,0,2,8.0,intranet201804210000.sql
3072693,4,22,2018,0,2,8.0,intranet201804220000.sql
3072693,4,23,2018,0,2,8.0,intranet201804230000.sql
3072693,4,24,2018,0,2,8.0,intranet201804240000.sql
3072693,4,26,2018,0,2,8.0,intranet201804260000.sql
3072693,4,27,2018,0,2,8.0,intranet201804270000.sql
3072693,4,28,2018,0,2,8.0,intranet201804280000.sql
3072693,4,29,2018,0,2,8.0,intranet201804290000.sql
3072693,4,30,2018,0,2,8.0,intranet201804300000.sql
3072693,5,1,2018,0,2,8.0,intranet201805010000.sql
3072693,5,2,2018,0,2,8.0,intranet201805020000.sql
3072693,5,3,2018,0,2,8.0,intranet201805030000.sql
3072693,5,4,2018,0,2,8.0,intranet201805040000.sql
3072693,5,5,2018,0,2,8.0,intranet201805050000.sql
3072693,5,6,2018,0,2,8.0,intranet201805060000.sql
3072693,5,7,2018,0,2,8.0,intranet201805070000.sql
3072693,5,8,2018,0,2,8.0,intranet201805080000.sql
3072693,5,9,2018,0,2,8.0,intranet201805090000.sql
3072693,5,10,2018,0,2,8.0,intranet201805100000.sql
3072693,5,11,2018,0,2,8.0,intranet201805110000.sql
3072693,5,12,2018,0,2,8.0,intranet201805120000.sql
3072693,5,13,2018,0,2,8.0,intranet201805130000.sql
3072693,5,14,2018,0,2,8.0,intranet201805140000.sql
3072693,5,15,2018,0,2,8.0,intranet201805150000.sql
3072693,5,16,2018,0,2,8.0,intranet201805160000.sql
3072693,5,17,2018,0,2,8.0,intranet201805170000.sql
3072693,5,18,2018,0,2,8.0,intranet201805180000.sql
3072693,5,19,2018,0,2,8.0,intranet201805190000.sql
3072693,5,20,2018,0,2,8.0,intranet201805200000.sql
3072693,5,21,2018,0,2,8.0,intranet201805210000.sql
3072693,5,22,2018,0,2,8.0,intranet201805220000.sql
3072693,5,23,2018,0,2,8.0,intranet201805230000.sql
3072693,5,24,2018,0,2,8.0,intranet201805240000.sql
3072693,5,25,2018,0,2,8.0,intranet201805250000.sql
3072693,5,26,2018,0,2,8.0,intranet201805260000.sql
3072693,5,27,2018,0,2,8.0,intranet201805270000.sql
3072693,5,28,2018,0,2,8.0,intranet201805280000.sql
3072693,5,29,2018,0,2,8.0,intranet201805290000.sql
3072693,5,30,2018,0,2,8.0,intranet201805300000.sql
3072693,5,31,2018,0,2,8.0,intranet201805310000.sql
3072693,6,1,2018,0,2,8.0,intranet201806010000.sql
3072693,6,2,2018,0,2,8.0,intranet201806020000.sql
3072693,6,3,2018,0,2,8.0,intranet201806030000.sql
3072693,6,4,2018,0,2,8.0,intranet201806040000.sql
3072693,6,5,2018,0,2,8.0,intranet201806050000.sql
3072693,6,6,2018,0,2,8.0,intranet201806060000.sql
3072693,6,7,2018,0,2,8.0,intranet201806070000.sql
3072693,6,8,2018,0,2,8.0,intranet201806080000.sql
3072693,6,9,2018,0,2,8.0,intranet201806090000.sql
3072693,6,10,2018,0,2,8.0,intranet201806100000.sql
3072693,6,11,2018,0,2,8.0,intranet201806110000.sql
3072693,6,12,2018,0,2,8.0,intranet201806120000.sql
3072693,6,13,2018,0,2,8.0,intranet201806130000.sql
3072693,6,15,2018,0,2,8.0,intranet201806150000.sql
3072693,6,16,2018,0,2,8.0,intranet201806160000.sql
3072693,6,17,2018,0,2,8.0,intranet201806170000.sql
3072693,6,18,2018,0,2,8.0,intranet201806180000.sql
3072693,6,19,2018,0,2,8.0,intranet201806190000.sql
3072693,6,20,2018,0,2,8.0,intranet201806200000.sql
3072693,6,21,2018,0,2,8.0,intranet201806210000.sql
3072693,6,22,2018,0,2,8.0,intranet201806220000.sql
3072693,6,23,2018,0,2,8.0,intranet201806230000.sql
3072693,6,24,2018,0,2,8.0,intranet201806240000.sql
3072693,6,25,2018,0,2,8.0,intranet201806250000.sql
3072693,6,26,2018,0,2,8.0,intranet201806260000.sql
3072693,6,27,2018,0,2,8.0,intranet201806270000.sql
3072693,6,28,2018,0,2,8.0,intranet201806280000.sql
2470933,4,8,2018,0,2,8.0,new_intranet201804080214.sql
2473570,4,9,2018,0,2,8.0,new_intranet201804090214.sql
2488425,4,10,2018,0,2,8.0,new_intranet201804100214.sql
2479717,4,11,2018,0,2,8.0,new_intranet201804110214.sql
2483201,4,12,2018,0,2,8.0,new_intranet201804120214.sql
2480035,4,13,2018,0,2,8.0,new_intranet201804130214.sql
2486494,4,14,2018,0,2,8.0,new_intranet201804140214.sql
2481631,4,15,2018,0,2,8.0,new_intranet201804150215.sql
2479792,4,16,2018,0,2,8.0,new_intranet201804160214.sql
2483302,4,17,2018,0,2,8.0,new_intranet201804170214.sql
2487242,4,18,2018,0,2,8.0,new_intranet201804180214.sql
2488007,4,19,2018,0,2,8.0,new_intranet201804190214.sql
2483453,4,20,2018,0,2,8.0,new_intranet201804200214.sql
2487663,4,21,2018,0,2,8.0,new_intranet201804210214.sql
2492563,4,22,2018,0,2,8.0,new_intranet201804220215.sql
2486260,4,23,2018,0,2,8.0,new_intranet201804230214.sql
2488698,4,24,2018,0,2,8.0,new_intranet201804240214.sql
2491074,4,25,2018,0,2,8.0,new_intranet201804250214.sql
2488651,4,26,2018,0,2,8.0,new_intranet201804260214.sql
2499586,4,27,2018,0,2,8.0,new_intranet201804270214.sql
2502688,4,28,2018,0,2,8.0,new_intranet201804280214.sql
2500686,4,29,2018,0,2,8.0,new_intranet201804290215.sql
2511718,4,30,2018,0,2,8.0,new_intranet201804300214.sql
2504879,5,1,2018,0,2,8.0,new_intranet201805010214.sql
2509619,5,2,2018,0,2,8.0,new_intranet201805020214.sql
2505772,5,3,2018,0,2,8.0,new_intranet201805030214.sql
2508219,5,4,2018,0,2,8.0,new_intranet201805040214.sql
2507023,5,5,2018,0,2,8.0,new_intranet201805050214.sql
2508402,5,6,2018,0,2,8.0,new_intranet201805060215.sql
2514706,5,7,2018,0,2,8.0,new_intranet201805070214.sql
2514085,5,8,2018,0,2,8.0,new_intranet201805080214.sql
2515217,5,9,2018,0,2,8.0,new_intranet201805090214.sql
2507167,5,10,2018,0,2,8.0,new_intranet201805100214.sql
2515668,5,11,2018,0,2,8.0,new_intranet201805110214.sql
2520609,5,12,2018,0,2,8.0,new_intranet201805120214.sql
2518245,5,13,2018,0,2,8.0,new_intranet201805130215.sql
2544969,5,14,2018,0,2,8.0,new_intranet201805140214.sql
2518405,5,15,2018,0,2,8.0,new_intranet201805150214.sql
2524190,5,16,2018,0,2,8.0,new_intranet201805160214.sql
2528580,5,17,2018,0,2,8.0,new_intranet201805170214.sql
2526193,5,18,2018,0,2,8.0,new_intranet201805180215.sql
2521917,5,19,2018,0,2,8.0,new_intranet201805190215.sql
2524349,5,20,2018,0,2,8.0,new_intranet201805200215.sql
2522145,5,21,2018,0,2,8.0,new_intranet201805210215.sql
2524451,5,22,2018,0,2,8.0,new_intranet201805220215.sql
2523201,5,23,2018,0,2,8.0,new_intranet201805230215.sql
2531467,5,24,2018,0,2,8.0,new_intranet201805240215.sql
2524540,5,25,2018,0,2,8.0,new_intranet201805250215.sql
2514086,5,26,2018,0,2,8.0,new_intranet201805260215.sql
2520732,5,27,2018,0,2,8.0,new_intranet201805270215.sql
